city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,homeowner_tax,rent_amount,property_tax,fire_insurance,total
Sao Paulo,44,1,1,1,8,not acept,furnished,578,2400,0,31,3009
Sao Paulo,75,3,2,2,11,acept,not furnished,630,2800,167,36,3633
Rio de Janeiro,66,2,1,1,2,acept,not furnished,650,1250,0,17,1917
Campinas,62,2,1,2,7,acept,not furnished,609,1500,90,20,2219
Sao Paulo,77,2,1,1,5,acept,not furnished,1148,3100,464,40,4752
Sao Paulo,136,2,4,2,7,acept,not furnished,1540,4800,242,61,6643
Sao Paulo,200,4,2,1,5,acept,not furnished,2115,5000,328,64,7507
Sao Paulo,35,1,1,0,1,not acept,not furnished,250,1305,0,17,1572
Campinas,72,2,2,1,7,acept,not furnished,480,850,9,11,1350
Sao Paulo,168,3,3,5,16,acept,not furnished,1675,3500,184,45,5404
Porto Alegre,360,3,4,3,5,acept,furnished,4000,13200,500,193,17890
Campinas,38,1,1,1,9,acept,not furnished,500,740,30,10,1280
Sao Paulo,23,1,1,1,26,acept,not furnished,487,2300,59,30,2876
Porto Alegre,440,3,3,3,7,not acept,not furnished,100,10500,84,154,10840
Sao Paulo,120,3,3,2,9,acept,furnished,1200,3500,109,45,4854
Rio de Janeiro,90,2,2,0,5,acept,not furnished,830,2500,84,33,3447
Porto Alegre,125,4,2,0,7,acept,not furnished,1006,1632,150,14,2802
Sao Paulo,200,3,4,3,6,acept,furnished,1800,5058,1200,65,8123
Sao Paulo,190,3,3,2,5,acept,not furnished,1800,3260,292,42,5394
Belo Horizonte,123,3,2,1,3,acept,not furnished,363,2600,143,35,3141
Rio de Janeiro,70,2,1,1,2,acept,not furnished,560,2180,60,29,2829
Sao Paulo,90,2,2,2,17,acept,furnished,1500,12200,454,155,14310
Campinas,74,3,1,1,4,acept,not furnished,474,900,40,12,1426
Sao Paulo,64,1,1,1,15,not acept,not furnished,620,3600,0,46,4266
Sao Paulo,155,4,5,3,14,not acept,not furnished,1850,6000,625,77,8552
Rio de Janeiro,125,3,1,2,3,not acept,not furnished,1000,2200,159,29,3388
Sao Paulo,40,1,1,1,9,acept,furnished,350,1580,25,21,1976
Sao Paulo,40,1,1,1,8,not acept,not furnished,440,2800,100,36,3376
Sao Paulo,30,1,1,1,15,not acept,furnished,668,3500,127,45,4340
Sao Paulo,142,3,4,2,4,acept,not furnished,1100,4500,375,58,6033
Porto Alegre,110,3,3,2,5,acept,furnished,1300,4000,300,59,5659
Sao Paulo,230,2,3,3,17,acept,furnished,2575,8000,633,102,11310
Sao Paulo,35,1,1,0,5,not acept,furnished,450,1800,91,7,2348
Sao Paulo,32,1,1,1,16,acept,not furnished,533,2900,0,37,3470
Sao Paulo,74,2,1,1,5,acept,not furnished,569,2024,71,8,2672
Sao Paulo,147,2,3,4,19,acept,not furnished,2600,1200,375,16,4191
Sao Paulo,35,1,1,0,3,acept,furnished,480,2500,60,32,3072
Rio de Janeiro,26,1,1,0,7,acept,furnished,630,1500,84,20,2234
Sao Paulo,70,2,2,1,5,acept,furnished,517,1700,5,22,2244
Sao Paulo,150,3,3,3,19,acept,furnished,1800,2800,740,36,5376
Campinas,60,1,1,1,14,acept,not furnished,583,1100,49,14,1746
Sao Paulo,250,4,5,3,2,acept,not furnished,1700,2550,334,33,4617
Sao Paulo,44,1,2,0,12,not acept,furnished,3300,3300,126,42,6768
Sao Paulo,157,3,2,0,7,acept,not furnished,1325,4500,347,58,6230
Sao Paulo,97,2,2,0,1,acept,not furnished,1200,5600,0,71,6871
Belo Horizonte,548,4,7,6,17,acept,not furnished,5905,15000,2484,200,23590
Sao Paulo,28,1,1,0,1,acept,not furnished,0,1325,0,17,1342
Sao Paulo,250,3,4,0,1,acept,furnished,2000,10000,1667,127,13790
Sao Paulo,50,2,1,0,2,not acept,not furnished,200,950,0,13,1163
Sao Paulo,135,2,3,2,5,not acept,not furnished,2000,12300,542,156,15000
Rio de Janeiro,103,2,2,1,8,acept,not furnished,530,1600,221,21,2372
Campinas,103,3,2,2,2,acept,not furnished,1500,1360,292,18,3170
Sao Paulo,160,3,3,2,10,acept,not furnished,1229,4000,390,51,5670
Sao Paulo,238,4,3,4,24,acept,not furnished,2980,10200,1816,130,15130
Sao Paulo,580,5,5,4,4,acept,not furnished,9900,15000,2200,191,27290
Sao Paulo,210,4,5,3,12,acept,furnished,2620,2975,1184,38,6817
Porto Alegre,106,3,3,1,7,acept,not furnished,900,2250,186,33,3369
Rio de Janeiro,30,1,1,0,11,acept,not furnished,500,1200,21,16,1737
Sao Paulo,200,3,4,0,2,acept,not furnished,3672,3600,780,46,8098
Sao Paulo,70,2,2,0,1,acept,not furnished,280,1000,138,13,1431
Sao Paulo,177,4,5,4,5,acept,not furnished,1500,9200,959,117,11780
Sao Paulo,65,2,1,1,8,acept,furnished,600,1700,92,22,2414
Belo Horizonte,260,5,3,3,12,acept,not furnished,2000,4000,487,54,6541
Sao Paulo,96,3,2,1,12,acept,not furnished,1122,3050,231,39,4442
Sao Paulo,68,2,2,1,2,acept,furnished,690,2900,137,37,3764
Sao Paulo,34,1,1,0,2,acept,not furnished,305,750,27,10,1092
Campinas,398,5,6,0,2,acept,not furnished,3500,8500,700,108,12810
Belo Horizonte,100,1,1,0,1,acept,not furnished,0,2600,0,35,2635
Belo Horizonte,176,4,5,3,6,acept,furnished,2136,6500,704,87,9427
Belo Horizonte,90,2,2,2,4,not acept,furnished,500,4000,250,54,4804
Belo Horizonte,220,4,3,0,9,acept,furnished,3000,15000,1138,200,19340
Sao Paulo,180,3,2,1,2,acept,furnished,1260,5500,255,70,7085
Sao Paulo,36,1,1,1,8,acept,not furnished,410,1800,93,8,2311
Belo Horizonte,450,4,4,4,8,acept,not furnished,2394,12700,836,170,16100
Rio de Janeiro,103,3,2,0,1,acept,not furnished,812,3300,336,43,4491
Porto Alegre,101,2,2,2,5,acept,not furnished,480,1800,500,27,2807
Sao Paulo,196,4,4,0,11,acept,not furnished,2450,6000,1458,77,9985
Rio de Janeiro,70,3,2,1,6,acept,not furnished,607,1189,96,16,1908
Rio de Janeiro,33,1,1,0,3,acept,not furnished,500,1200,13,16,1729
Sao Paulo,160,3,3,2,3,acept,not furnished,2200,10500,505,134,13340
Sao Paulo,60,2,1,1,9,acept,not furnished,506,1350,42,18,1916
Sao Paulo,36,1,1,1,1,acept,not furnished,130,1379,99,10,1618
Sao Paulo,20,1,1,0,1,acept,furnished,0,2060,0,27,2087
Porto Alegre,70,2,1,0,1,acept,not furnished,375,750,26,11,1162
Sao Paulo,105,3,3,1,5,acept,not furnished,980,2150,0,28,3158
Sao Paulo,275,4,5,4,1,acept,not furnished,4200,9700,1334,123,15360
Sao Paulo,140,2,2,1,5,not acept,furnished,700,1900,150,25,2775
Porto Alegre,152,3,5,3,9,acept,not furnished,1600,6000,321,88,8009
Sao Paulo,230,4,4,3,5,not acept,not furnished,2564,2500,934,32,6030
Campinas,92,3,2,3,6,acept,not furnished,700,2100,167,27,2994
Campinas,41,2,1,1,5,not acept,not furnished,248,1193,0,16,1457
Sao Paulo,206,4,4,3,10,acept,not furnished,1890,12000,917,153,14960
Campinas,214,3,3,2,1,acept,not furnished,2016,5900,227,75,8218
Sao Paulo,110,2,2,1,18,acept,not furnished,1286,1710,0,22,3018
Belo Horizonte,80,2,2,1,4,acept,not furnished,250,1200,0,16,1466
Belo Horizonte,311,3,4,3,20,not acept,not furnished,3075,13000,1753,174,18000
Sao Paulo,200,2,3,2,1,acept,furnished,1700,15000,667,191,17560
Campinas,96,3,2,2,10,acept,not furnished,800,3200,189,41,4230
Rio de Janeiro,140,4,2,1,1,not acept,not furnished,1700,6000,380,78,8158
Sao Paulo,138,3,3,2,17,acept,not furnished,1100,7070,382,90,8642
Sao Paulo,140,3,3,1,6,acept,furnished,2200,3900,359,50,6509
Rio de Janeiro,60,2,2,1,2,not acept,not furnished,592,1250,0,17,1859
Sao Paulo,178,3,4,4,6,acept,furnished,2700,10200,667,130,13700
Sao Paulo,72,2,1,0,1,acept,not furnished,864,1020,0,13,1897
Sao Paulo,117,2,1,1,5,not acept,furnished,720,2700,11,35,3466
Sao Paulo,35,1,1,1,1,acept,not furnished,0,977,30,13,1020
Porto Alegre,42,1,1,0,1,acept,furnished,360,890,0,13,1263
Belo Horizonte,29,1,1,0,1,acept,not furnished,0,1100,8,15,1123
Sao Paulo,130,2,1,0,1,acept,not furnished,650,2150,9,28,2837
Rio de Janeiro,100,3,2,1,4,acept,not furnished,2350,5000,333,65,7748
Rio de Janeiro,39,1,1,0,4,acept,not furnished,450,609,44,8,1111
Sao Paulo,61,1,1,0,9,not acept,not furnished,394,1600,0,21,2015
Belo Horizonte,142,4,3,2,3,acept,not furnished,900,2700,277,36,3913
Belo Horizonte,300,4,2,2,3,acept,not furnished,1750,8000,500,107,10360
Sao Paulo,190,3,4,3,14,acept,furnished,1700,2740,900,35,5375
Rio de Janeiro,115,2,2,0,13,acept,not furnished,950,4500,2731,58,8239
Campinas,119,3,1,1,5,acept,not furnished,926,1200,100,16,2242
Sao Paulo,100,2,3,1,4,acept,furnished,1200,1890,42,24,3156
Sao Paulo,55,2,1,1,3,acept,not furnished,400,1087,0,14,1501
Sao Paulo,44,1,1,1,2,acept,furnished,724,3000,89,39,3852
Sao Paulo,316,4,6,4,18,acept,furnished,4767,8000,1963,102,14830
Sao Paulo,150,3,2,1,8,acept,not furnished,1172,4800,0,61,6033
Sao Paulo,53,2,1,1,7,acept,not furnished,450,4200,42,54,4746
Campinas,185,3,3,2,6,acept,not furnished,1200,2200,100,28,3528
Sao Paulo,65,2,1,0,3,acept,not furnished,654,1140,9,15,1818
Sao Paulo,67,3,2,1,10,not acept,not furnished,496,1560,72,20,2148
Sao Paulo,46,1,1,1,9,acept,not furnished,500,2200,35,28,2763
Campinas,205,3,2,1,2,acept,not furnished,950,2200,156,28,3334
Campinas,50,1,1,1,3,acept,not furnished,393,650,33,9,1085
Sao Paulo,266,4,5,4,7,acept,not furnished,2900,10900,1167,139,15110
Rio de Janeiro,280,3,2,2,10,acept,furnished,3140,8000,1126,104,12370
Sao Paulo,70,1,1,0,4,acept,not furnished,760,2400,156,31,3347
Sao Paulo,84,3,2,2,8,not acept,not furnished,700,2340,250,30,3320
Belo Horizonte,40,1,1,0,3,not acept,not furnished,496,1000,116,14,1626
Rio de Janeiro,117,3,2,1,7,acept,not furnished,750,4110,384,53,5297
Sao Paulo,68,2,2,2,8,acept,furnished,1030,3430,236,44,4740
Belo Horizonte,140,2,2,2,11,acept,furnished,692,2800,104,38,3634
Porto Alegre,44,1,2,0,3,acept,not furnished,140,1350,100,20,1610
Sao Paulo,40,1,1,1,3,acept,furnished,686,3200,52,41,3979
Sao Paulo,70,1,2,1,1,acept,furnished,1300,8250,209,105,9864
Belo Horizonte,405,2,3,0,7,acept,not furnished,3500,4000,699,54,8253
Sao Paulo,75,2,2,1,1,acept,not furnished,700,3160,165,41,4066
Belo Horizonte,80,3,3,1,3,acept,not furnished,560,1501,0,20,2081
Sao Paulo,225,4,5,4,10,acept,furnished,1600,7106,0,91,8797
Sao Paulo,250,3,2,3,35,acept,furnished,2500,15000,1084,191,18780
Sao Paulo,60,2,1,1,5,not acept,not furnished,965,2200,165,28,3358
Sao Paulo,31,1,1,1,9,not acept,furnished,1500,3400,150,44,5094
Belo Horizonte,20,1,1,0,6,not acept,not furnished,420,1050,79,14,1563
Campinas,50,1,1,1,8,acept,not furnished,780,1690,62,22,2554
Sao Paulo,61,3,2,2,15,acept,not furnished,712,2200,90,28,3030
Sao Paulo,200,3,4,2,3,acept,not furnished,4475,9800,820,125,15220
Sao Paulo,365,4,5,6,4,acept,not furnished,3722,13900,2588,177,20390
Sao Paulo,38,1,1,0,13,acept,not furnished,414,3000,64,39,3517
Rio de Janeiro,49,2,1,0,4,acept,not furnished,362,1350,58,18,1788
Sao Paulo,207,3,5,4,6,acept,not furnished,2400,12000,934,153,15490
Campinas,82,3,2,1,6,acept,not furnished,825,1500,142,20,2487
Rio de Janeiro,170,4,2,2,6,acept,not furnished,2420,9000,834,116,12370
Porto Alegre,105,3,2,2,3,acept,furnished,370,2890,217,43,3520
Sao Paulo,383,4,4,5,2,acept,not furnished,2189,3004,709,39,5941
Sao Paulo,168,3,3,3,3,acept,not furnished,1605,2700,322,35,4662
Sao Paulo,53,2,2,1,10,acept,furnished,1940,2400,389,31,4760
Sao Paulo,300,3,4,3,18,acept,not furnished,3500,9900,834,126,14360
Sao Paulo,257,4,5,4,8,acept,furnished,2730,7500,1107,96,11430
Sao Paulo,178,2,4,2,2,acept,not furnished,2300,7000,891,89,10280
Sao Paulo,179,3,3,0,9,not acept,furnished,1828,12000,472,153,14450
Porto Alegre,64,2,1,0,1,acept,not furnished,300,1750,42,26,2118
Porto Alegre,60,2,1,0,1,acept,not furnished,326,990,25,15,1356
Sao Paulo,55,1,1,1,11,not acept,not furnished,696,2200,148,28,3072
Sao Paulo,50,1,1,0,8,not acept,not furnished,470,1970,0,25,2465
Sao Paulo,82,3,2,2,19,not acept,not furnished,470,1994,0,26,2490
Rio de Janeiro,60,1,1,1,7,acept,not furnished,650,1210,106,16,1982
Porto Alegre,40,1,1,1,9,not acept,furnished,1300,1200,68,18,2586
Sao Paulo,73,2,1,1,2,acept,not furnished,680,1300,20,17,2017
Sao Paulo,79,2,2,1,1,acept,furnished,600,2000,75,26,2701
Sao Paulo,230,3,4,2,3,acept,not furnished,2000,4800,292,61,7153
Rio de Janeiro,214,3,3,3,4,acept,not furnished,3575,14000,1050,181,18810
Porto Alegre,85,3,2,2,9,not acept,furnished,940,3300,102,49,4391
Sao Paulo,45,1,1,1,1,not acept,furnished,3000,5520,0,70,8590
Porto Alegre,30,1,1,0,4,acept,not furnished,198,755,22,12,987
Sao Paulo,57,2,2,1,3,acept,not furnished,476,2300,0,30,2806
Sao Paulo,322,4,5,5,17,acept,furnished,2700,15000,1875,191,19770
Sao Paulo,20,1,1,0,3,not acept,not furnished,224,1530,0,20,1774
Sao Paulo,620,4,6,4,1,acept,not furnished,8133,15000,4520,191,27840
Sao Paulo,95,3,2,2,10,acept,not furnished,900,7000,142,89,8131
Sao Paulo,35,1,1,1,6,acept,not furnished,542,2100,99,27,2768
Sao Paulo,58,3,1,1,1,acept,furnished,456,2800,21,36,3313
Sao Paulo,200,4,4,3,6,not acept,not furnished,1400,9000,1000,115,11520
Sao Paulo,92,3,2,2,2,acept,not furnished,1407,1100,250,14,2771
Belo Horizonte,65,2,1,1,9,acept,not furnished,450,1545,94,7,2096
Campinas,57,2,1,0,2,acept,not furnished,378,800,31,11,1220
Sao Paulo,50,2,1,1,2,acept,not furnished,400,1600,0,21,2021
Sao Paulo,165,4,5,2,4,acept,furnished,2500,9500,315,121,12440
Rio de Janeiro,70,2,1,1,6,acept,not furnished,900,1900,122,25,2947
Sao Paulo,230,4,3,1,1,not acept,not furnished,2400,4000,513,51,6964
Rio de Janeiro,34,1,1,0,3,not acept,furnished,820,2000,114,26,2960
Sao Paulo,50,2,1,1,2,acept,not furnished,0,1800,0,23,1823
Porto Alegre,120,3,2,2,2,acept,furnished,700,2975,155,44,3874
Sao Paulo,67,2,2,1,8,acept,not furnished,980,2240,215,29,3464
Sao Paulo,22,1,1,0,26,acept,not furnished,384,2100,40,27,2551
Porto Alegre,105,3,3,1,3,acept,furnished,1300,2300,130,34,3764
Belo Horizonte,140,4,2,2,5,not acept,not furnished,820,2500,253,34,3607
Rio de Janeiro,70,2,2,1,9,acept,not furnished,1200,4000,184,52,5436
Sao Paulo,172,3,4,3,5,acept,not furnished,1650,9000,900,115,11670
Porto Alegre,57,2,2,1,6,not acept,not furnished,425,1800,75,27,2327
Sao Paulo,32,1,1,1,23,acept,not furnished,1800,2000,416,26,4242
Sao Paulo,43,2,1,1,13,not acept,not furnished,307,2000,18,26,2351
Campinas,98,3,2,1,1,acept,not furnished,727,1233,84,16,2060
Sao Paulo,36,2,1,0,6,acept,not furnished,590,1790,0,23,2403
Rio de Janeiro,42,1,1,0,4,acept,furnished,500,2800,79,37,3416
Campinas,120,3,3,3,8,not acept,not furnished,700,2700,167,35,3602
Rio de Janeiro,78,2,2,1,8,acept,not furnished,720,1400,290,19,2429
Sao Paulo,113,3,4,2,7,acept,not furnished,1600,4000,591,51,6242
Sao Paulo,47,2,1,1,1,not acept,not furnished,560,1390,0,18,1968
Sao Paulo,60,2,2,1,5,acept,not furnished,478,1300,0,17,1795
Porto Alegre,77,2,1,0,1,not acept,not furnished,0,1130,25,17,1172
Porto Alegre,75,2,2,1,3,acept,not furnished,200,1500,142,22,1864
Sao Paulo,60,3,1,1,3,acept,not furnished,470,1550,0,20,2040
Sao Paulo,240,3,4,3,9,acept,not furnished,2100,5800,825,74,8799
Sao Paulo,48,1,1,1,4,acept,not furnished,633,3400,114,44,4191
Belo Horizonte,70,3,1,1,8,acept,not furnished,395,1300,71,18,1784
Sao Paulo,250,4,2,3,2,not acept,furnished,3000,15000,100,191,18290
Sao Paulo,158,4,4,3,4,acept,furnished,1990,3500,589,45,6124
Rio de Janeiro,80,2,1,1,17,acept,not furnished,866,1820,235,24,2945
Porto Alegre,42,1,1,1,11,acept,not furnished,500,2200,50,33,2783
Sao Paulo,80,3,3,2,20,acept,not furnished,600,4450,242,57,5349
Sao Paulo,50,1,1,0,1,acept,not furnished,519,1550,28,20,2117
Rio de Janeiro,380,4,3,2,9,acept,not furnished,3220,15000,1348,194,19760
Sao Paulo,85,2,2,1,6,acept,furnished,1200,5300,67,68,6635
Belo Horizonte,120,4,3,2,1,acept,not furnished,0,3250,0,44,3294
Sao Paulo,214,4,5,4,6,acept,not furnished,2235,3251,1026,42,6554
Sao Paulo,277,4,4,6,5,acept,not furnished,4200,3800,1947,49,9996
Campinas,50,2,1,1,4,acept,not furnished,330,1080,0,14,1424
Belo Horizonte,90,3,2,2,2,not acept,not furnished,530,2000,159,27,2716
Sao Paulo,11,1,1,0,1,not acept,furnished,300,2000,42,26,2368
Porto Alegre,62,2,1,1,7,not acept,not furnished,485,1620,54,24,2183
Sao Paulo,45,1,1,1,7,not acept,furnished,522,3100,120,40,3782
Porto Alegre,80,2,1,1,1,acept,not furnished,200,1650,70,25,1945
Sao Paulo,115,3,3,2,5,not acept,not furnished,1000,4890,234,62,6186
Porto Alegre,110,2,2,1,3,acept,furnished,600,1800,152,27,2579
Sao Paulo,162,3,3,2,4,acept,not furnished,1756,7000,367,89,9212
Rio de Janeiro,85,3,2,1,4,acept,not furnished,1250,1800,306,24,3380
Belo Horizonte,105,4,3,3,5,acept,not furnished,1148,1900,228,26,3302
Rio de Janeiro,80,2,1,0,9,acept,not furnished,330,831,159,11,1331
Sao Paulo,56,2,1,1,6,acept,not furnished,680,2200,11,28,2919
Sao Paulo,70,2,1,1,15,acept,not furnished,1049,1200,35,16,2300
Rio de Janeiro,70,1,2,1,6,not acept,not furnished,1100,1200,85,16,2401
Belo Horizonte,75,3,1,1,4,not acept,not furnished,482,1000,145,14,1641
Sao Paulo,97,2,2,2,3,acept,not furnished,1400,2200,42,28,3670
Porto Alegre,40,1,1,1,7,acept,furnished,400,1400,36,21,1857
Sao Paulo,110,3,2,1,5,acept,furnished,1217,3600,215,46,5078
Belo Horizonte,298,4,3,2,3,acept,furnished,330,2500,300,34,3164
Belo Horizonte,87,4,2,2,2,acept,not furnished,370,1600,160,22,2152
Sao Paulo,150,5,5,4,3,not acept,furnished,1800,3700,917,47,6464
Sao Paulo,113,3,2,2,8,acept,not furnished,1750,2975,359,38,5122
Sao Paulo,90,3,2,2,1,acept,not furnished,1017,2000,165,26,3208
Belo Horizonte,305,4,3,3,14,acept,not furnished,2500,9000,660,120,12280
Porto Alegre,367,3,4,4,8,not acept,not furnished,7000,15000,1032,220,23250
Rio de Janeiro,50,2,1,0,9,acept,furnished,505,2350,64,31,2950
Sao Paulo,230,3,4,3,7,not acept,not furnished,3200,8000,1167,102,12470
Sao Paulo,125,3,3,1,6,acept,furnished,1600,5500,247,70,7417
Rio de Janeiro,140,3,2,1,4,acept,not furnished,1100,1350,95,18,2563
Sao Paulo,63,3,2,0,18,acept,not furnished,550,1800,0,23,2373
Sao Paulo,110,2,1,1,21,acept,not furnished,975,3300,234,42,4551
Sao Paulo,54,2,1,1,13,acept,not furnished,480,1610,0,21,2111
Porto Alegre,67,2,1,0,3,acept,not furnished,330,1523,50,23,1926
Sao Paulo,296,3,4,4,2,acept,not furnished,1860,8864,0,113,10840
Sao Paulo,60,2,2,1,14,not acept,not furnished,460,2200,20,28,2708
Sao Paulo,220,3,4,3,12,acept,furnished,3120,8000,1034,102,12260
Sao Paulo,52,2,1,0,1,not acept,not furnished,50,1150,34,15,1249
Belo Horizonte,50,2,1,1,1,acept,not furnished,100,915,63,13,1091
Belo Horizonte,60,2,1,0,3,acept,not furnished,290,2200,80,30,2600
Belo Horizonte,100,3,2,1,5,acept,not furnished,730,1500,120,20,2370
Sao Paulo,60,3,1,2,4,not acept,not furnished,383,1105,0,14,1502
Campinas,48,1,1,0,4,not acept,not furnished,490,500,17,7,1014
Sao Paulo,164,3,3,1,3,acept,furnished,1795,9000,210,115,11120
Belo Horizonte,90,3,2,1,2,acept,not furnished,280,1200,100,16,1596
Porto Alegre,78,3,2,1,4,acept,not furnished,450,2800,75,41,3366
Sao Paulo,44,2,1,0,1,acept,not furnished,260,1125,0,15,1400
Belo Horizonte,180,3,3,2,1,acept,not furnished,1500,2950,267,40,4757
Campinas,82,3,2,1,1,acept,not furnished,650,1200,100,16,1966
Sao Paulo,49,1,1,1,7,acept,furnished,830,2900,139,37,3906
Sao Paulo,74,2,3,2,26,acept,not furnished,450,3200,40,41,3731
Sao Paulo,58,1,1,1,1,acept,furnished,475,3500,70,45,4090
Rio de Janeiro,23,1,1,0,5,not acept,not furnished,320,1540,0,20,1880
Rio de Janeiro,95,3,2,1,3,acept,not furnished,1061,2500,67,33,3661
Sao Paulo,196,4,3,3,13,not acept,not furnished,2420,5000,931,64,8415
Porto Alegre,148,2,1,2,3,acept,not furnished,385,1650,880,25,2940
Sao Paulo,70,2,1,0,2,acept,not furnished,1100,1280,0,17,2397
Sao Paulo,30,1,1,1,5,not acept,not furnished,610,2300,134,30,3074
Sao Paulo,53,1,1,1,5,not acept,furnished,1132,2600,0,33,3765
Sao Paulo,96,3,2,2,5,acept,furnished,920,3148,81,40,4189
Sao Paulo,190,3,4,2,10,not acept,not furnished,1764,6000,48,77,7889
Campinas,50,1,1,0,7,acept,not furnished,305,650,13,9,977
Rio de Janeiro,95,3,3,0,5,acept,not furnished,750,1999,291,26,3066
Sao Paulo,33,1,1,0,1,not acept,not furnished,250,1305,0,17,1572
Rio de Janeiro,60,2,1,0,2,acept,not furnished,380,1350,0,18,1748
Sao Paulo,51,1,1,0,11,acept,furnished,900,4950,125,63,6038
Rio de Janeiro,200,4,3,2,2,acept,not furnished,1900,8000,756,104,10760
Sao Paulo,212,4,5,6,7,acept,not furnished,2850,4500,1067,58,8475
Sao Paulo,150,3,5,2,14,acept,not furnished,1423,3102,452,40,5017
Rio de Janeiro,48,2,1,1,12,acept,not furnished,400,1270,9,17,1696
Porto Alegre,136,4,3,2,3,not acept,not furnished,750,4000,327,59,5136
Sao Paulo,40,1,1,1,14,acept,not furnished,557,3000,95,39,3691
Sao Paulo,32,1,1,0,18,acept,not furnished,330,1200,100,16,1646
Sao Paulo,30,1,1,1,13,acept,furnished,700,3300,9,42,4051
Sao Paulo,368,4,5,4,1,acept,not furnished,4210,5000,2661,64,11940
Sao Paulo,230,3,4,4,12,acept,not furnished,3300,7000,917,89,11310
Sao Paulo,214,4,6,4,4,acept,furnished,2000,11000,780,140,13920
Belo Horizonte,37,1,1,1,7,not acept,not furnished,425,2000,0,27,2452
Sao Paulo,87,3,2,0,6,acept,not furnished,1284,2000,231,26,3541
Belo Horizonte,155,4,3,3,7,acept,not furnished,1200,3300,356,44,4900
Belo Horizonte,95,3,2,2,1,acept,not furnished,210,1400,122,19,1751
Sao Paulo,113,2,1,1,5,acept,not furnished,1000,3000,50,39,4089
Rio de Janeiro,70,3,2,1,9,acept,not furnished,1002,850,255,11,2118
Sao Paulo,131,3,2,2,1,acept,not furnished,1497,1800,600,23,3920
Belo Horizonte,130,3,3,1,2,acept,not furnished,690,3200,150,43,4083
Porto Alegre,72,2,1,0,1,acept,not furnished,80,1300,40,19,1439
Rio de Janeiro,80,2,3,1,7,acept,furnished,850,1300,320,10,2480
Sao Paulo,54,2,1,1,4,not acept,not furnished,570,2000,10,26,2606
Sao Paulo,130,3,3,3,23,acept,not furnished,1290,2800,489,36,4615
Porto Alegre,230,4,1,1,3,acept,not furnished,1287,3500,370,52,5209
Sao Paulo,50,2,1,1,1,acept,not furnished,300,1100,0,14,1414
Belo Horizonte,40,1,1,1,2,not acept,furnished,0,970,0,13,983
Campinas,75,3,1,1,1,not acept,not furnished,296,12000,0,181,12480
Sao Paulo,30,1,1,1,4,not acept,furnished,1787,1200,144,16,3147
Porto Alegre,68,2,2,1,3,acept,not furnished,400,1800,82,27,2309
Sao Paulo,126,3,2,2,18,not acept,not furnished,990,1610,0,21,2621
Porto Alegre,120,3,1,0,4,acept,not furnished,1090,1500,125,22,2737
Rio de Janeiro,35,1,1,0,3,acept,furnished,450,1600,0,21,2071
Belo Horizonte,40,1,1,1,2,not acept,furnished,0,970,0,13,983
Sao Paulo,56,2,2,1,4,acept,not furnished,500,2000,0,26,2526
Campinas,53,2,1,1,1,acept,not furnished,0,800,65,11,876
Sao Paulo,270,4,4,4,11,acept,furnished,2800,15000,100,191,18090
Sao Paulo,40,1,1,0,1,not acept,not furnished,0,980,0,13,993
Sao Paulo,31,1,1,0,9,acept,furnished,400,3280,109,42,3831
Sao Paulo,50,2,2,1,1,acept,not furnished,450,1275,23,17,1765
Sao Paulo,70,3,1,1,14,not acept,not furnished,428,1800,42,23,2293
Rio de Janeiro,75,2,1,0,4,acept,not furnished,440,1200,0,16,1656
Porto Alegre,90,3,2,0,3,not acept,not furnished,405,1105,31,17,1558
Sao Paulo,200,3,4,1,10,acept,not furnished,1600,1190,550,16,3356
Sao Paulo,201,4,4,4,13,acept,not furnished,2600,5933,900,76,9509
